"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",11.725294561966,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",11.661144364756,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",11.843818765726,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",11.886361027977,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",12.203107018629,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",12.92399714284,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",11.238445816089,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",11.15320147962,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",11.540917162746,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",11.662046765598,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",11.626569640409,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",11.426085116155,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",10.87057105118,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",10.654727847546,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",10.481655841372,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",10.647809429405,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",10.628040479432,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",9.4270473132112,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",7.7007529570288,,
"AUS","Australia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",8.5432467516324,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",30.363409266639,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",30.543546612168,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",30.452030863299,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",30.380050353675,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",28.129214463643,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",26.389280886525,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",25.470192333271,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",24.57358490566,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",20.707305723592,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",21.280674375453,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",19.755644149794,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",19.472176587051,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",20.834049784053,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",20.442968757697,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",21.255557106118,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",22.941164941988,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",22.651332884227,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",21.710781506862,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",20.366721008975,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",21.047177361433,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",32.482687236612,,
"AUS","Australia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",30.119830802648,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",47.621879894526,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",47.545590315988,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",47.22303100888,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",47.161183140083,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",48.679137512495,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",48.978742999747,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",48.269532600889,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",48.462119013062,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",51.752753218551,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",51.62634094791,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",51.88474287762,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",51.228990269177,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",50.889578929269,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",51.607436673005,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",49.601283865952,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",47.356146127313,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",47.377538254258,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",48.525092816639,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",48.681452551998,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",51.628326937678,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",57.272592848165,,
"AUS","Australia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",55.373678795248,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",22.014710838835,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",21.910863071844,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",22.324938127821,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",22.458766506243,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",23.191648023863,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",24.631976113727,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",26.26027506584,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",26.964296081277,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",27.539941057856,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",27.092984676636,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",28.359612972586,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",29.298833143772,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",28.276371286678,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",27.949594569298,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",29.14315902793,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",29.702688930699,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",29.971128861515,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",29.764125676499,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",30.951826439026,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",27.324495700889,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",10.244719915223,,
"AUS","Australia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",14.506490402104,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",5.129823873978,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",5.15880909754,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",4.8418596415471,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",4.9614998311798,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",5.0457979395286,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",5.0270403695402,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",4.9642528589782,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",5.1520483064585,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.3023902490108,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",5.4062180974478,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",5.1979579600345,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.1769776114062,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",4.9501284229555,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.1802670324614,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.1411839107346,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.1753212207193,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",5.2082255474964,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",5.1701351459338,,
"AUS","Australia","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",5.1021963401739,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2000","2000",4.9956064698799,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2001","2001",4.9711921783801,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2002","2002",5.07566385095,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2003","2003",5.1449507020455,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2004","2004",5.2715765883997,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2005","2005",5.1174542266772,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2006","2006",5.4449987239608,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2007","2007",5.3443621252608,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2008","2008",5.0172278818281,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2009","2009",5.0279532268849,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2010","2010",4.9582916048129,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2011","2011",5.1035614919677,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2012","2012",5.2214052758427,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2013","2013",5.0495837905838,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2014","2014",5.1677040944005,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2015","2015",5.1986989624407,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2016","2016",5.065688586448,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2017","2017",4.973963061767,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2018","2018",4.906226944035,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2019","2019",4.7786695925184,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2020","2020",4.4015791838964,,
"AUS","Australia","IND-ECO-VA","Share of value added by the transport sector","2021","2021",4.1589179502433,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",13.219093791338,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",12.782498382353,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",12.983675647974,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",13.181182356435,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",13.328535165013,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",13.420318193239,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",13.488696506361,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",13.387057925729,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",13.424928120471,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",12.960463673087,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",13.324201866793,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",13.776697080154,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",13.533970518898,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",13.071911892149,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",12.450271708976,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",12.054508961296,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",11.962630340862,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",12.206369543257,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",12.444272007231,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",12.12665076889,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",10.737800759838,,
"AUT","Austria","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",11.567199746402,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",32.457896395744,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",32.271313689766,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",31.067995545671,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",32.037170244236,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",31.869340959755,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",30.322449593659,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",29.680060188755,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",28.312827254205,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",27.296550020521,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",30.259723372091,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",28.503336646788,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",28.883213271829,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",27.28785984755,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",26.340771220325,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",25.383508263757,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",26.469255291953,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",27.713067363028,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",27.748477912769,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",26.683015244259,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",25.844455349567,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",29.925465306068,,
"AUT","Austria","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",28.293064102775,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",50.795612483675,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",50.816998596888,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",51.82786206757,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",51.18512465476,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",51.166037502179,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",52.812560592705,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",53.19040928769,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",53.713508568936,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",54.846105668143,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",52.264339359957,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",54.609207919805,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",54.635376175672,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",55.660752479982,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",56.053990427908,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",55.537164546029,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",54.132061139569,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",52.815048265822,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",52.90512636527,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",53.971350898282,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",53.910815974447,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",55.625278045594,,
"AUT","Austria","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",57.541901426752,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",16.746491120581,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",16.911687713346,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",17.104142386759,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",16.777765497215,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",16.964621538066,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",16.865044126425,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",17.129530523555,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",17.973664176859,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",17.857392938211,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",17.475987474476,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",16.887455433408,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",16.481410552499,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",17.051387672468,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",17.605238351767,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",19.079327190214,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",19.398637836819,,
"AUT","Austria","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",19.47188437115,,
